image_id,filename,image_description,expected_moods,scene_type,model_name,poem_id,poem_title,poem_author,retrieval_score,retrieval_extra,semantic_fit,emotional_fit,overall_resonance,rationale
4,4_forest_foggy.jpg,Foggy forest,"mysterious, tense, uncertain",dominant_subject,mode_balanced,8116,Hawk,Wendy Videlock,0.5283891949647734,"parallel_retrieve mode='balanced' with weights: T1=0.40, T2=0.20, T3=0.30, T4=0.10",2,2,2,"The poem references a forest setting and mentions seeing things within it, which aligns with the image's forest location. However, the poem focuses on a hawk with a 'yellow eye and busted wing' and celebrates the forest's vivid colors ('green is green and blue is blue'), which contrasts sharply with the image's dark, foggy, monochromatic atmosphere. The poem's tone is observational and somewhat whimsical, whereas the image conveys mystery, tension, and uncertainty through its heavy fog and dim lighting."
4,4_forest_foggy.jpg,Foggy forest,"mysterious, tense, uncertain",dominant_subject,mode_creative,362,The Naming,Karenne Wood,0.19111114401308077,"parallel_retrieve mode='creative' with weights: T1=0.05, T2=0.05, T3=0.55, T4=0.35",4,5,4,"The poem's forest setting, darkness, and natural elements align well with the foggy forest image's visible content. The mysterious, ancient, and unsettling atmosphere created by phrases like 'furred darkness of an ancient one's breath' and 'dismembered by events' perfectly captures the image's tense, mysterious mood. The poem's focus on forest voices, dark trees, and the land's own language resonates strongly with the ethereal, otherworldly quality of the fog-shrouded woodland scene."
4,4_forest_foggy.jpg,Foggy forest,"mysterious, tense, uncertain",dominant_subject,rerank_retrieve,8116,Hawk,Wendy Videlock,0.6125291993178767,Two-stage retrieve-then-rerank: Track 1 and Track 2 generate content candidates; Track 3 and Track 4 rescore those candidates for mood/emotional fit.,3,2,2,"The poem references a forest setting which matches the image's landscape, but focuses on a hawk and wildlife encounter rather than the foggy, mysterious atmosphere depicted. The poem's tone is observational and somewhat whimsical, whereas the image conveys mystery, tension, and uncertainty through heavy fog and darkness. The pairing feels thematically disconnected despite sharing a forest setting."
5,5_city_crowded.jpg,Crowded city street,"energetic, chaotic, alive",multi_object,mode_content,5152,The Songs of Maximus: SONG 2,Charles Olson,0.5,"parallel_retrieve mode='content' with weights: T1=0.50, T2=0.30, T3=0.15, T4=0.05",2,3,2,"The poem's fragmented language and existential questioning about movement and confinement have some thematic connection to the crowded urban scene, but the specific imagery (public conveyances, buried bodies, gurry) doesn't directly match the visible shopping street and pedestrian crowds. The poem's dark, morbid tone contrasts with the energetic, commercial atmosphere of the bustling marketplace shown in the image. While both address urban density and movement, the pairing feels conceptually loose rather than meaningfully resonant."
5,5_city_crowded.jpg,Crowded city street,"energetic, chaotic, alive",multi_object,mode_mood,2376,My Mother's Music,Emilie Buchwald,0.6,"parallel_retrieve mode='mood' with weights: T1=0.15, T2=0.10, T3=0.60, T4=0.15",1,2,1,"The poem is entirely about intimate domestic scenes of a mother playing piano in childhood, with no connection to the image's crowded urban street setting, commercial signage, or public spaces. While the poem evokes melancholy and introspection, these emotional qualities are fundamentally mismatched with the image's energetic, chaotic, and alive atmosphere of a bustling city marketplace. The pairing lacks meaningful coherence on both semantic and tonal levels."
5,5_city_crowded.jpg,Crowded city street,"energetic, chaotic, alive",multi_object,mode_balanced,5327,The Market-Place,Walter de La Mare,0.4959169747965303,"parallel_retrieve mode='balanced' with weights: T1=0.40, T2=0.20, T3=0.30, T4=0.10",4,4,4,"The poem's central metaphor of a 'clamorous market-place' with its 'babel,' 'chaffering and laughing, pushing for a place' directly parallels the crowded shopping street visible in the image. Both capture the sensory chaos of dense human activity and commercial energy. The poem's mood of energetic tumult and emotional undercurrent matches the image's vibrant yet overwhelming atmosphere, though the poem's darker introspective turn in the final stanza adds philosophical depth beyond the image's surface vitality."
5,5_city_crowded.jpg,Crowded city street,"energetic, chaotic, alive",multi_object,mode_creative,1610,Sylvia,Gerald Stern,0.23000068614075164,"parallel_retrieve mode='creative' with weights: T1=0.05, T2=0.05, T3=0.55, T4=0.35",1,2,1,"The poem contains no visible connection to the image's crowded urban street scene, Japanese signage, shops, or pedestrians. While the poem mentions 'a space peopled with stars' and existential themes, it evokes cosmic solitude and winter landscapes rather than the vibrant, chaotic energy of a busy shopping district. The pairing feels arbitrary and fails to create meaningful resonance between the visual and textual elements."
5,5_city_crowded.jpg,Crowded city street,"energetic, chaotic, alive",multi_object,rerank_retrieve,5327,The Market-Place,Walter de La Mare,0.7088979391215813,Two-stage retrieve-then-rerank: Track 1 and Track 2 generate content candidates; Track 3 and Track 4 rescore those candidates for mood/emotional fit.,4,4,4,"The poem's central metaphor of a 'clamorous market-place' with its 'babel,' 'tumult,' 'chaffering and laughing, pushing for a place' directly parallels the crowded urban street scene with its dense throngs of people. The poem captures both the visible chaos and the underlying emotional complexity of the crowd—individual faces and hidden depths amid the frenzy. The energetic, chaotic mood matches the image's bustling atmosphere, though the poem's introspective turn toward solitude and melancholy in the final stanza adds a contemplative dimension not visually apparent in the daytime street scene."
6,6_city_empty.jpg,Empty city street at night,"isolated, quiet, uneasy",multi_object,mode_content,4374,After Midnight,Louis Simpson,0.6904603863608736,"parallel_retrieve mode='content' with weights: T1=0.50, T2=0.30, T3=0.15, T4=0.05",4,5,4,"The poem directly addresses deserted dark streets at night with specific urban imagery (drugstore, garage, dark houses) that closely matches the image's empty city street setting. The emotional tone of isolation, unease, and existential dread aligns perfectly with the image's atmospheric mood. The pairing creates a compelling resonance between the visual emptiness and the poem's exploration of urban solitude and alienation."
6,6_city_empty.jpg,Empty city street at night,"isolated, quiet, uneasy",multi_object,mode_mood,8307,Sanctuary,Jean Valentine,0.6,"parallel_retrieve mode='mood' with weights: T1=0.15, T2=0.10, T3=0.60, T4=0.15",2,4,3,"The poem focuses on interpersonal connection, dialogue, and spiritual communion between people, which has minimal semantic overlap with the image's empty urban street devoid of human presence. However, the poem's exploration of isolation, silence, listening, and existential dread aligns strongly with the image's mood of quiet unease and solitude. The pairing creates an interesting tension between the poem's relational themes and the image's visual emptiness, resulting in moderate overall resonance."
6,6_city_empty.jpg,Empty city street at night,"isolated, quiet, uneasy",multi_object,mode_balanced,4374,After Midnight,Louis Simpson,0.5123683090886989,"parallel_retrieve mode='balanced' with weights: T1=0.40, T2=0.20, T3=0.30, T4=0.10",4,5,4,"The poem directly addresses deserted dark streets at night with specific urban imagery (drugstore, garage, dark houses) that closely matches the image's empty city street setting. The emotional tone of isolation, unease, and existential dread aligns perfectly with the image's atmospheric mood. The pairing creates a compelling meditation on urban solitude, though the poem's specific narrative details (drugstore, garage man) aren't visually present in the image itself."
6,6_city_empty.jpg,Empty city street at night,"isolated, quiet, uneasy",multi_object,mode_creative,775,Gracious Living ‘Tara’ ﻿,Tom Raworth,0.20365581817281656,"parallel_retrieve mode='creative' with weights: T1=0.05, T2=0.05, T3=0.55, T4=0.35",3,4,4,"The poem's imagery of wet roads, night, and loneliness directly parallels the image's empty urban street at night, though the poem's surreal elements (cherries, clowns, moths) don't literally match the visible scene. However, the emotional core—isolation, quietness, and melancholic atmosphere—aligns powerfully with the image's mood. The pairing creates compelling resonance through shared emotional territory rather than literal correspondence."
6,6_city_empty.jpg,Empty city street at night,"isolated, quiet, uneasy",multi_object,rerank_retrieve,4374,After Midnight,Louis Simpson,0.7030963972881659,Two-stage retrieve-then-rerank: Track 1 and Track 2 generate content candidates; Track 3 and Track 4 rescore those candidates for mood/emotional fit.,4,5,5,"The poem directly addresses deserted dark streets at night with specific urban imagery (drugstore, garage, dark houses) that mirrors the image's empty city street setting. The emotional tone of isolation, unease, and existential dread perfectly captures the image's atmospheric mood. The pairing creates a compelling resonance between the visual emptiness and the poem's exploration of urban solitude and displacement."
7,7_room_cozy.jpg,Cozy room corner,"intimate, safe, nostalgic",multi_object,mode_content,8275,Thompson’s Lunch Room—Grand Central Station,Amy Lowell,0.5,"parallel_retrieve mode='content' with weights: T1=0.50, T2=0.30, T3=0.15, T4=0.05",1,1,1,"The poem describes a busy, industrial lunch counter at Grand Central Station with stark white surfaces, food service, and bustling activity. The image shows a cozy, intimate personal room corner with vintage furniture, books, plants, and warm lighting. These are fundamentally incompatible settings with no shared objects, atmosphere, or thematic content."
7,7_room_cozy.jpg,Cozy room corner,"intimate, safe, nostalgic",multi_object,mode_mood,865,Inventing a Horse,Meghan O'Rourke,0.6620880039191767,"parallel_retrieve mode='mood' with weights: T1=0.15, T2=0.10, T3=0.60, T4=0.15",1,2,1,"The poem is about inventing and caring for a horse, with imagery of rural landscapes, fences, and wilderness—none of which appear in this cozy interior room filled with books, wicker furniture, plants, and personal memorabilia. While both the image and poem evoke introspection and intimate spaces, the semantic content is fundamentally misaligned. The poem's focus on animals, outdoor labor, and pastoral life bears no meaningful connection to the domestic, curated interior depicted."
7,7_room_cozy.jpg,Cozy room corner,"intimate, safe, nostalgic",multi_object,mode_balanced,8275,Thompson’s Lunch Room—Grand Central Station,Amy Lowell,0.4,"parallel_retrieve mode='balanced' with weights: T1=0.40, T2=0.20, T3=0.30, T4=0.10",1,1,1,"The poem describes a busy, industrial lunch room with stark white surfaces, food service, and bustling activity—a public commercial space fundamentally different from the intimate, personal room corner shown in the image. The image contains vintage furniture, books, plants, and personal memorabilia in warm tones, while the poem focuses on clinical whites, kitchen equipment, and transient diners. There is no meaningful overlap in setting, objects, or atmosphere between the two works."
7,7_room_cozy.jpg,Cozy room corner,"intimate, safe, nostalgic",multi_object,mode_creative,3680,On Hierophany,Karen An-hwei Lee,0.22554174422771478,"parallel_retrieve mode='creative' with weights: T1=0.05, T2=0.05, T3=0.55, T4=0.35",1,2,1,"The poem is a philosophical meditation on hierophany and the manifestation of the divine in the ordinary, with no direct connection to the visible content of the image—its furniture, plants, books, instruments, or domestic setting. While the poem theoretically celebrates the sacred in the quotidian, it engages this theme through abstract theological language rather than through sensory or material specificity that would resonate with the cozy, intimate room depicted. The emotional tone of intellectual inquiry and linguistic playfulness does not align with the nostalgic, safe, and intimate mood of the space."
7,7_room_cozy.jpg,Cozy room corner,"intimate, safe, nostalgic",multi_object,rerank_retrieve,9205,Here,Samuel Menashe,0.6340272909776408,Two-stage retrieve-then-rerank: Track 1 and Track 2 generate content candidates; Track 3 and Track 4 rescore those candidates for mood/emotional fit.,4,5,4,"The poem's references to 'this old flat' directly match the vintage, lived-in interior space shown in the image. The melancholic tone of 'Ghost I house' and 'aftermath' perfectly captures the nostalgic, intimate atmosphere created by the room's eclectic collection of objects, warm lighting, and sense of accumulated memory. The pairing feels genuinely resonant, though the poem's abstraction is somewhat more existential than the image's cozy domesticity might suggest."
8,8_room_confined.jpg,"Dim, messy, confined room","anxious, lonely, stagnant",multi_object,mode_content,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64: The image was specified using the image/jpeg media type, but the image appears to be a image/webp image""},""request_id"":""req_011Cbd91grRt4f4EnER3Di9H""}"
8,8_room_confined.jpg,"Dim, messy, confined room","anxious, lonely, stagnant",multi_object,mode_mood,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64: The image was specified using the image/jpeg media type, but the image appears to be a image/webp image""},""request_id"":""req_011Cbd92gUtWyYBt6avqVrNg""}"
8,8_room_confined.jpg,"Dim, messy, confined room","anxious, lonely, stagnant",multi_object,mode_balanced,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64: The image was specified using the image/jpeg media type, but the image appears to be a image/webp image""},""request_id"":""req_011Cbd93hF42JUjHwsa4yBfp""}"
8,8_room_confined.jpg,"Dim, messy, confined room","anxious, lonely, stagnant",multi_object,mode_creative,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64: The image was specified using the image/jpeg media type, but the image appears to be a image/webp image""},""request_id"":""req_011Cbd94hArxLvDZxySNFLJm""}"
8,8_room_confined.jpg,"Dim, messy, confined room","anxious, lonely, stagnant",multi_object,rerank_retrieve,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64: The image was specified using the image/jpeg media type, but the image appears to be a image/webp image""},""request_id"":""req_011Cbd95hRXB7tmHhczU7Wsd""}"
9,9_person_friends.jpg,Person with friends,"social, warm, connected",dominant_subject,mode_content,4038,"House of Fact, House of Ruin",Tom Sleigh,0.5,"parallel_retrieve mode='content' with weights: T1=0.50, T2=0.30, T3=0.15, T4=0.05",2,1,1,"The poem's abstract meditation on facts, clothing, and domestic spaces bears minimal connection to the image's concrete depiction of friends gathering indoors with warm beverages. While both involve a 'house' setting, the poem's philosophical tone about factuality and existential constraint directly contradicts the image's joyful, social atmosphere. The pairing lacks meaningful alignment on both content and emotional registers."
9,9_person_friends.jpg,Person with friends,"social, warm, connected",dominant_subject,mode_mood,339,Cat,Marilyn Singer,0.6,"parallel_retrieve mode='mood' with weights: T1=0.15, T2=0.10, T3=0.60, T4=0.15",1,2,1,"The poem is about a cat's preferences for warmth and comfort, while the image depicts four humans enjoying a warm, social gathering indoors with hot beverages. There is no semantic connection between the cat-focused poem and the people-centered image. While both involve warmth and coziness, the poem's perspective (a cat's solitary comfort) fundamentally mismatches the image's theme of human connection and social togetherness."
9,9_person_friends.jpg,Person with friends,"social, warm, connected",dominant_subject,mode_balanced,4038,"House of Fact, House of Ruin",Tom Sleigh,0.4,"parallel_retrieve mode='balanced' with weights: T1=0.40, T2=0.20, T3=0.30, T4=0.10",1,1,1,"The poem is an abstract philosophical meditation on facts and reality with no connection to the image's visible content of friends gathering indoors with warm beverages. The poem's tone is austere and intellectually detached, directly contradicting the image's social, warm, and connected atmosphere. There is no semantic or emotional alignment between the cheerful social gathering and this introspective, somewhat melancholic poem about factuality."
9,9_person_friends.jpg,Person with friends,"social, warm, connected",dominant_subject,mode_creative,4563,"Fragment 6: The Moon, how definite its orb!",Samuel Taylor Coleridge,0.20322579339180538,"parallel_retrieve mode='creative' with weights: T1=0.05, T2=0.05, T3=0.55, T4=0.35",1,2,1,"The poem is entirely about moonlight, celestial imagery, and natural landscape—none of which appear in the image. The image shows four friends indoors sharing warm beverages and laughter by a window. While the poem's contemplative tone could loosely echo a reflective mood, there is virtually no semantic connection between the poem's content and the image's visible subject matter of social human connection."
9,9_person_friends.jpg,Person with friends,"social, warm, connected",dominant_subject,rerank_retrieve,4038,"House of Fact, House of Ruin",Tom Sleigh,0.6047694585718517,Two-stage retrieve-then-rerank: Track 1 and Track 2 generate content candidates; Track 3 and Track 4 rescore those candidates for mood/emotional fit.,1,1,1,"The poem is an abstract philosophical meditation on facts and reality with no connection to the image's visible content of friends gathering indoors with warm beverages. The poem's tone is austere and intellectually detached, directly contradicting the image's warm, social, and connected atmosphere. There is no semantic or emotional alignment between the playful, joyful social gathering and this dense, somber philosophical text."
10,10_person_alone.jpg,Person alone,"solitary, introspective, distant",dominant_subject,mode_content,8941,Satires of Circumstance in Fifteen Glimpses VIII: In the Study,Thomas Hardy,0.5100866801719275,"parallel_retrieve mode='content' with weights: T1=0.50, T2=0.30, T3=0.15, T4=0.05",2,3,2,"The poem depicts an indoor scene with a solitary figure, matching the image's setting and composition. However, the poem's narrative focuses on a woman selling books to a man, with dialogue and social interaction, while the image shows a lone person in quiet contemplation with no apparent interaction. The emotional tones partially align—both convey introspection and a sense of quiet struggle—but the poem's specific social drama doesn't match the image's visual content of isolated solitude."
10,10_person_alone.jpg,Person alone,"solitary, introspective, distant",dominant_subject,mode_mood,4446,The Illiterate,William Meredith,0.63204858361345,"parallel_retrieve mode='mood' with weights: T1=0.15, T2=0.10, T3=0.60, T4=0.15",2,4,3,"The poem's literal content (an illiterate man with a letter) does not match the image's visible elements (a solitary person in a restaurant/bar setting). However, the poem's emotional core—isolation, uncertainty, longing, and introspection—aligns strongly with the image's contemplative, solitary mood. The pairing works affectively despite semantic disconnect, creating a meaningful but somewhat oblique resonance."
10,10_person_alone.jpg,Person alone,"solitary, introspective, distant",dominant_subject,mode_balanced,1374,Blind Date,Jay Leeming,0.4568053264134122,"parallel_retrieve mode='balanced' with weights: T1=0.40, T2=0.20, T3=0.30, T4=0.10",2,4,3,"The poem describes a dinner date between two people, while the image shows a solitary figure alone in an empty restaurant—a significant semantic mismatch. However, the poem's exploration of loneliness, isolation, and emotional distance aligns powerfully with the image's introspective, solitary mood. The pairing creates an interesting tension: the poem's loneliness-at-dinner theme resonates emotionally with the visual isolation, though the literal scenarios differ."
10,10_person_alone.jpg,Person alone,"solitary, introspective, distant",dominant_subject,mode_creative,2277,Diminished Galleries,Keith Waldrop,0.210102770243846,"parallel_retrieve mode='creative' with weights: T1=0.05, T2=0.05, T3=0.55, T4=0.35",2,4,3,"The poem's abstract, introspective language captures the solitary and contemplative mood of the image well, with themes of isolation and lost access ('key is lost'). However, the poem's focus on art forms (fresco, figurine, sculpture) and dreamlike abstraction doesn't directly match the concrete visual elements—a lone person at a table in a modern restaurant. The emotional resonance is strong, but the semantic connection between the poem's content and the image's specific setting and subject is weak."
10,10_person_alone.jpg,Person alone,"solitary, introspective, distant",dominant_subject,rerank_retrieve,1374,Blind Date,Jay Leeming,0.7146645531887114,Two-stage retrieve-then-rerank: Track 1 and Track 2 generate content candidates; Track 3 and Track 4 rescore those candidates for mood/emotional fit.,2,4,3,"The poem describes a dinner date between two people, while the image shows a solitary figure alone in an empty restaurant—a significant semantic mismatch. However, the poem's exploration of loneliness, isolation, and emotional distance aligns strongly with the image's introspective, solitary mood. The pairing creates an interesting tension: the poem's loneliness-at-dinner theme resonates emotionally with the visual isolation, though the literal scenarios differ."
